subject_id,subject_index,session,group_name,label,wesad_label_id,window_start_s,window_end_s,window_start_ms,window_end_ms,window_start_index_700hz,window_end_index_700hz,window_duration_s,stride_s,subject_pkl_path
S10,0,baseline,calm,0,1,312.85714285714283,332.85714285714283,312857,332857,219000,233000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,322.85714285714283,342.85714285714283,322857,342857,226000,240000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,332.85714285714283,352.85714285714283,332857,352857,233000,247000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,342.85714285714283,362.85714285714283,342857,362857,240000,254000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,352.85714285714283,372.85714285714283,352857,372857,247000,261000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,362.85714285714283,382.85714285714283,362857,382857,254000,268000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,372.85714285714283,392.85714285714283,372857,392857,261000,275000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,382.85714285714283,402.85714285714283,382857,402857,268000,282000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,392.85714285714283,412.85714285714283,392857,412857,275000,289000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,402.85714285714283,422.85714285714283,402857,422857,282000,296000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,412.85714285714283,432.85714285714283,412857,432857,289000,303000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,422.85714285714283,442.85714285714283,422857,442857,296000,310000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,432.85714285714283,452.85714285714283,432857,452857,303000,317000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,442.85714285714283,462.85714285714283,442857,462857,310000,324000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,452.85714285714283,472.85714285714283,452857,472857,317000,331000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,462.85714285714283,482.85714285714283,462857,482857,324000,338000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,472.85714285714283,492.85714285714283,472857,492857,331000,345000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,482.85714285714283,502.85714285714283,482857,502857,338000,352000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,492.85714285714283,512.8571428571429,492857,512857,345000,359000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,502.85714285714283,522.8571428571429,502857,522857,352000,366000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,512.8571428571429,532.8571428571429,512857,532857,359000,373000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,522.8571428571429,542.8571428571429,522857,542857,366000,380000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,532.8571428571429,552.8571428571429,532857,552857,373000,387000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,542.8571428571429,562.8571428571429,542857,562857,380000,394000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,552.8571428571429,572.8571428571429,552857,572857,387000,401000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,562.8571428571429,582.8571428571429,562857,582857,394000,408000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,572.8571428571429,592.8571428571429,572857,592857,401000,415000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,582.8571428571429,602.8571428571429,582857,602857,408000,422000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,592.8571428571429,612.8571428571429,592857,612857,415000,429000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,602.8571428571429,622.8571428571429,602857,622857,422000,436000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,612.8571428571429,632.8571428571429,612857,632857,429000,443000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,622.8571428571429,642.8571428571429,622857,642857,436000,450000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,632.8571428571429,652.8571428571429,632857,652857,443000,457000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,642.8571428571429,662.8571428571429,642857,662857,450000,464000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,652.8571428571429,672.8571428571429,652857,672857,457000,471000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,662.8571428571429,682.8571428571429,662857,682857,464000,478000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,672.8571428571429,692.8571428571429,672857,692857,471000,485000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,682.8571428571429,702.8571428571429,682857,702857,478000,492000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,692.8571428571429,712.8571428571429,692857,712857,485000,499000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,702.8571428571429,722.8571428571429,702857,722857,492000,506000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,712.8571428571429,732.8571428571429,712857,732857,499000,513000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,722.8571428571429,742.8571428571429,722857,742857,506000,520000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,732.8571428571429,752.8571428571429,732857,752857,513000,527000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,742.8571428571429,762.8571428571429,742857,762857,520000,534000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,752.8571428571429,772.8571428571429,752857,772857,527000,541000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,762.8571428571429,782.8571428571429,762857,782857,534000,548000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,772.8571428571429,792.8571428571429,772857,792857,541000,555000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,782.8571428571429,802.8571428571429,782857,802857,548000,562000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,792.8571428571429,812.8571428571429,792857,812857,555000,569000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,802.8571428571429,822.8571428571429,802857,822857,562000,576000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,812.8571428571429,832.8571428571429,812857,832857,569000,583000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,822.8571428571429,842.8571428571429,822857,842857,576000,590000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,832.8571428571429,852.8571428571429,832857,852857,583000,597000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,842.8571428571429,862.8571428571429,842857,862857,590000,604000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,852.8571428571429,872.8571428571429,852857,872857,597000,611000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,862.8571428571429,882.8571428571429,862857,882857,604000,618000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,872.8571428571429,892.8571428571429,872857,892857,611000,625000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,882.8571428571429,902.8571428571429,882857,902857,618000,632000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,892.8571428571429,912.8571428571429,892857,912857,625000,639000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,902.8571428571429,922.8571428571429,902857,922857,632000,646000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,912.8571428571429,932.8571428571429,912857,932857,639000,653000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,922.8571428571429,942.8571428571429,922857,942857,646000,660000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,932.8571428571429,952.8571428571429,932857,952857,653000,667000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,942.8571428571429,962.8571428571429,942857,962857,660000,674000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,952.8571428571429,972.8571428571429,952857,972857,667000,681000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,962.8571428571429,982.8571428571429,962857,982857,674000,688000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,972.8571428571429,992.8571428571429,972857,992857,681000,695000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,982.8571428571429,1002.8571428571429,982857,1002857,688000,702000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,992.8571428571429,1012.8571428571429,992857,1012857,695000,709000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1002.8571428571429,1022.8571428571429,1002857,1022857,702000,716000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1012.8571428571429,1032.857142857143,1012857,1032857,709000,723000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1022.8571428571429,1042.857142857143,1022857,1042857,716000,730000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1032.857142857143,1052.857142857143,1032857,1052857,723000,737000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1042.857142857143,1062.857142857143,1042857,1062857,730000,744000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1052.857142857143,1072.857142857143,1052857,1072857,737000,751000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1062.857142857143,1082.857142857143,1062857,1082857,744000,758000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1072.857142857143,1092.857142857143,1072857,1092857,751000,765000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1082.857142857143,1102.857142857143,1082857,1102857,758000,772000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1092.857142857143,1112.857142857143,1092857,1112857,765000,779000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1102.857142857143,1122.857142857143,1102857,1122857,772000,786000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1112.857142857143,1132.857142857143,1112857,1132857,779000,793000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1122.857142857143,1142.857142857143,1122857,1142857,786000,800000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1132.857142857143,1152.857142857143,1132857,1152857,793000,807000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1142.857142857143,1162.857142857143,1142857,1162857,800000,814000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1152.857142857143,1172.857142857143,1152857,1172857,807000,821000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1162.857142857143,1182.857142857143,1162857,1182857,814000,828000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1172.857142857143,1192.857142857143,1172857,1192857,821000,835000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1182.857142857143,1202.857142857143,1182857,1202857,828000,842000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1192.857142857143,1212.857142857143,1192857,1212857,835000,849000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1202.857142857143,1222.857142857143,1202857,1222857,842000,856000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1212.857142857143,1232.857142857143,1212857,1232857,849000,863000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1222.857142857143,1242.857142857143,1222857,1242857,856000,870000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1232.857142857143,1252.857142857143,1232857,1252857,863000,877000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1242.857142857143,1262.857142857143,1242857,1262857,870000,884000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,baseline,calm,0,1,1252.857142857143,1272.857142857143,1252857,1272857,877000,891000,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3192.8557142857144,3212.8557142857144,3192856,3212856,2234999,2248999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3202.8557142857144,3222.8557142857144,3202856,3222856,2241999,2255999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3212.8557142857144,3232.8557142857144,3212856,3232856,2248999,2262999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3222.8557142857144,3242.8557142857144,3222856,3242856,2255999,2269999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3232.8557142857144,3252.8557142857144,3232856,3252856,2262999,2276999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3242.8557142857144,3262.8557142857144,3242856,3262856,2269999,2283999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3252.8557142857144,3272.8557142857144,3252856,3272856,2276999,2290999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3262.8557142857144,3282.8557142857144,3262856,3282856,2283999,2297999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3272.8557142857144,3292.8557142857144,3272856,3292856,2290999,2304999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3282.8557142857144,3302.8557142857144,3282856,3302856,2297999,2311999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3292.8557142857144,3312.8557142857144,3292856,3312856,2304999,2318999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3302.8557142857144,3322.8557142857144,3302856,3322856,2311999,2325999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3312.8557142857144,3332.8557142857144,3312856,3332856,2318999,2332999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3322.8557142857144,3342.8557142857144,3322856,3342856,2325999,2339999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3332.8557142857144,3352.8557142857144,3332856,3352856,2332999,2346999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3342.8557142857144,3362.8557142857144,3342856,3362856,2339999,2353999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3352.8557142857144,3372.8557142857144,3352856,3372856,2346999,2360999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3362.8557142857144,3382.8557142857144,3362856,3382856,2353999,2367999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3372.8557142857144,3392.8557142857144,3372856,3392856,2360999,2374999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3382.8557142857144,3402.8557142857144,3382856,3402856,2367999,2381999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3392.8557142857144,3412.8557142857144,3392856,3412856,2374999,2388999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3402.8557142857144,3422.8557142857144,3402856,3422856,2381999,2395999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3412.8557142857144,3432.8557142857144,3412856,3432856,2388999,2402999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3422.8557142857144,3442.8557142857144,3422856,3442856,2395999,2409999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3432.8557142857144,3452.8557142857144,3432856,3452856,2402999,2416999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3442.8557142857144,3462.8557142857144,3442856,3462856,2409999,2423999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3452.8557142857144,3472.8557142857144,3452856,3472856,2416999,2430999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3462.8557142857144,3482.8557142857144,3462856,3482856,2423999,2437999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3472.8557142857144,3492.8557142857144,3472856,3492856,2430999,2444999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3482.8557142857144,3502.8557142857144,3482856,3502856,2437999,2451999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3492.8557142857144,3512.8557142857144,3492856,3512856,2444999,2458999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3502.8557142857144,3522.8557142857144,3502856,3522856,2451999,2465999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3512.8557142857144,3532.8557142857144,3512856,3532856,2458999,2472999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3522.8557142857144,3542.8557142857144,3522856,3542856,2465999,2479999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3532.8557142857144,3552.8557142857144,3532856,3552856,2472999,2486999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3542.8557142857144,3562.8557142857144,3542856,3562856,2479999,2493999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3552.8557142857144,3572.8557142857144,3552856,3572856,2486999,2500999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3562.8557142857144,3582.8557142857144,3562856,3582856,2493999,2507999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3572.8557142857144,3592.8557142857144,3572856,3592856,2500999,2514999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3582.8557142857144,3602.8557142857144,3582856,3602856,2507999,2521999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3592.8557142857144,3612.8557142857144,3592856,3612856,2514999,2528999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3602.8557142857144,3622.8557142857144,3602856,3622856,2521999,2535999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3612.8557142857144,3632.8557142857144,3612856,3632856,2528999,2542999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3622.8557142857144,3642.8557142857144,3622856,3642856,2535999,2549999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3632.8557142857144,3652.8557142857144,3632856,3652856,2542999,2556999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3642.8557142857144,3662.8557142857144,3642856,3662856,2549999,2563999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3652.8557142857144,3672.8557142857144,3652856,3672856,2556999,2570999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3662.8557142857144,3682.8557142857144,3662856,3682856,2563999,2577999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3672.8557142857144,3692.8557142857144,3672856,3692856,2570999,2584999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3682.8557142857144,3702.8557142857144,3682856,3702856,2577999,2591999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3692.8557142857144,3712.8557142857144,3692856,3712856,2584999,2598999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3702.8557142857144,3722.8557142857144,3702856,3722856,2591999,2605999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3712.8557142857144,3732.8557142857144,3712856,3732856,2598999,2612999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3722.8557142857144,3742.8557142857144,3722856,3742856,2605999,2619999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3732.8557142857144,3752.8557142857144,3732856,3752856,2612999,2626999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3742.8557142857144,3762.8557142857144,3742856,3762856,2619999,2633999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3752.8557142857144,3772.8557142857144,3752856,3772856,2626999,2640999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3762.8557142857144,3782.8557142857144,3762856,3782856,2633999,2647999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3772.8557142857144,3792.8557142857144,3772856,3792856,2640999,2654999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3782.8557142857144,3802.8557142857144,3782856,3802856,2647999,2661999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3792.8557142857144,3812.8557142857144,3792856,3812856,2654999,2668999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3802.8557142857144,3822.8557142857144,3802856,3822856,2661999,2675999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3812.8557142857144,3832.8557142857144,3812856,3832856,2668999,2682999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3822.8557142857144,3842.8557142857144,3822856,3842856,2675999,2689999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3832.8557142857144,3852.8557142857144,3832856,3852856,2682999,2696999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3842.8557142857144,3862.8557142857144,3842856,3862856,2689999,2703999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3852.8557142857144,3872.8557142857144,3852856,3872856,2696999,2710999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3862.8557142857144,3882.8557142857144,3862856,3882856,2703999,2717999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3872.8557142857144,3892.8557142857144,3872856,3892856,2710999,2724999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3882.8557142857144,3902.8557142857144,3882856,3902856,2717999,2731999,20.0,10.0,WESAD\S10\S10.pkl
S10,0,stress,stress,1,2,3892.8557142857144,3912.8557142857144,3892856,3912856,2724999,2738999,20.0,10.0,WESAD\S10\S10.pkl
S11,1,baseline,calm,0,1,85.62428571428572,105.62428571428572,85624,105624,59937,73937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,95.62428571428572,115.62428571428572,95624,115624,66937,80937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,105.62428571428572,125.62428571428572,105624,125624,73937,87937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,115.62428571428572,135.62428571428572,115624,135624,80937,94937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,125.62428571428572,145.62428571428572,125624,145624,87937,101937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,135.62428571428572,155.62428571428572,135624,155624,94937,108937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,145.62428571428572,165.62428571428572,145624,165624,101937,115937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,155.62428571428572,175.62428571428572,155624,175624,108937,122937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,165.62428571428572,185.62428571428572,165624,185624,115937,129937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,175.62428571428572,195.62428571428572,175624,195624,122937,136937,20.0,10.0,WESAD\S11\S11.pkl
S11,1,baseline,calm,0,1,185.62428571428572,205.62428571428572,185624,205624,129937,143937,20.0,10.0,WESAD\S11\S11.pkl
