dataset,fold_subject,subject_id,session,group_name,label,window_start_ms,window_end_ms,panel,signal,key,time_s,value
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.6000000238418579,1.094768762588501
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.6399999856948853,0.7879866361618042
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.6800000071525574,0.24776844680309296
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.7200000286102295,-0.32424452900886536
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.7599999904632568,-0.872239887714386
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.800000011920929,-1.4477964639663696
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.8399999737739563,-1.9156670570373535
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.8799999952316284,-2.1675846576690674
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.9200000166893005,-2.2524240016937256
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,0.9599999785423279,-2.2121360301971436
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.0,-2.0657105445861816
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.0399999618530273,-1.821476697921753
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.0800000429153442,-1.461068034172058
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.1200000047683716,-1.0337971448898315
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.159999966621399,-0.6339004635810852
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.2000000476837158,-0.26818573474884033
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.2400000095367432,0.07480297982692719
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.2799999713897705,0.3466516137123108
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.3200000524520874,0.5610889792442322
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.3600000143051147,0.7877851724624634
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.399999976158142,0.9990625381469727
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.440000057220459,1.1286486387252808
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.4800000190734863,1.2082053422927856
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.5199999809265137,1.2944906949996948
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.559999942779541,1.3617591857910156
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.600000023841858,1.3433961868286133
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.6399999856948853,1.2171934843063354
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.6799999475479126,1.0178167819976807
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.7200000286102295,0.7902670502662659
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.7599999904632568,0.5598481893539429
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.7999999523162842,0.3401040732860565
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.840000033378601,0.1429653763771057
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.8799999952316284,-0.024765418842434883
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.9199999570846558,-0.15918155014514923
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,1.9600000381469727,-0.25209710001945496
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.0,-0.3275187909603119
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.0399999618530273,-0.45046254992485046
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.0799999237060547,-0.6105424761772156
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.119999885559082,-0.6904142498970032
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.1600000858306885,-0.6301224827766418
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.200000047683716,-0.48077571392059326
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.240000009536743,-0.2962397634983063
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.2799999713897705,-0.11569885909557343
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.319999933242798,0.014006495475769043
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.359999895095825,0.08358194679021835
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.4000000953674316,0.1252390742301941
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.440000057220459,0.15603992342948914
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.4800000190734863,0.1560497283935547
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.5199999809265137,0.12756171822547913
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.559999942779541,0.12268010526895523
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.5999999046325684,0.1241883933544159
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.640000104904175,0.026768865063786507
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.680000066757202,-0.16304077208042145
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.7200000286102295,-0.3089158535003662
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.759999990463257,-0.3390743136405945
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.799999952316284,-0.2697024941444397
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.8399999141693115,-0.13108651340007782
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.880000114440918,0.027746684849262238
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.9200000762939453,0.16765493154525757
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,2.9600000381469727,0.2904505431652069
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.0,0.3971756398677826
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.0399999618530273,0.47422847151756287
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.0799999237060547,0.5290398001670837
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.119999885559082,0.5933650732040405
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.1600000858306885,0.6617087721824646
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.200000047683716,0.6451725959777832
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.240000009536743,0.48982322216033936
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.2799999713897705,0.29926010966300964
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.319999933242798,0.16645826399326324
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.359999895095825,0.031285643577575684
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.4000000953674316,-0.13082951307296753
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.440000057220459,-0.24734918773174286
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.4800000190734863,-0.33145296573638916
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.5199999809265137,-0.43612930178642273
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.559999942779541,-0.5116231441497803
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.5999999046325684,-0.5022907257080078
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.640000104904175,-0.428708553314209
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.680000066757202,-0.3065250813961029
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.7200000286102295,-0.13467951118946075
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.759999990463257,0.016978250816464424
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.799999952316284,0.042771730571985245
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.8399999141693115,-0.045205555856227875
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.880000114440918,-0.1285109966993332
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.9200000762939453,-0.1441969871520996
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,3.9600000381469727,-0.10890013724565506
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.0,-0.047565165907144547
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.039999961853027,0.008659979328513145
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.079999923706055,0.03809094801545143
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.119999885559082,0.06881009042263031
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.159999847412109,0.13168944418430328
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.199999809265137,0.21480752527713776
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.239999771118164,0.3192751407623291
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.28000020980835,0.44477882981300354
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.320000171661377,0.4939841032028198
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.360000133514404,0.3783090114593506
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.400000095367432,0.18579162657260895
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.440000057220459,0.054795123636722565
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.480000019073486,0.0
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.519999980926514,-0.01568613573908806
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.559999942779541,-0.003229538444429636
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.599999904632568,0.012992769479751587
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.639999866485596,0.013615586794912815
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.679999828338623,0.02722291834652424
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.71999979019165,0.07496750354766846
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.760000228881836,0.14564315974712372
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.800000190734863,0.249545618891716
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.840000152587891,0.35987943410873413
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.880000114440918,0.3558354675769806
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.920000076293945,0.19470162689685822
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,4.960000038146973,0.004252187442034483
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.0,-0.10688847303390503
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.039999961853027,-0.14534176886081696
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.079999923706055,-0.13846835494041443
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.119999885559082,-0.11232137680053711
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.159999847412109,-0.10394016653299332
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.199999809265137,-0.10687927901744843
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.239999771118164,-0.08035006374120712
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.28000020980835,-0.021264011040329933
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.320000171661377,0.0637797936797142
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.360000133514404,0.1857336461544037
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.400000095367432,0.26757320761680603
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.440000057220459,0.19055110216140747
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.480000019073486,0.00844492670148611
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.519999980926514,-0.12485476583242416
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.559999942779541,-0.17644180357456207
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.599999904632568,-0.1815153807401657
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.639999866485596,-0.14677098393440247
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.679999828338623,-0.10590638965368271
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.71999979019165,-0.09707493335008621
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.760000228881836,-0.08893991261720657
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.800000190734863,-0.041811294853687286
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.840000152587891,0.032645151019096375
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.880000114440918,0.13774557411670685
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.920000076293945,0.27302393317222595
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,5.960000038146973,0.3279610574245453
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.0,0.21087981760501862
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.039999961853027,0.026103559881448746
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.079999923706055,-0.0847647413611412
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.119999885559082,-0.11511492729187012
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.159999847412109,-0.10087158530950546
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.199999809265137,-0.0598607175052166
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.239999771118164,-0.029544727876782417
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.28000020980835,-0.024920368567109108
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.320000171661377,-0.004247468430548906
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.360000133514404,0.058224376291036606
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.400000095367432,0.13887904584407806
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.440000057220459,0.24049624800682068
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.480000019073486,0.3682403564453125
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.519999980926514,0.41490644216537476
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.559999942779541,0.2860487103462219
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.599999904632568,0.08672066032886505
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.639999866485596,-0.034540805965662
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.679999828338623,-0.06723356992006302
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.71999979019165,-0.05208706483244896
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.760000228881836,-0.017605209723114967
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.800000190734863,-0.0011382621014490724
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.840000152587891,-0.004273913335055113
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.880000114440918,0.014277419075369835
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.920000076293945,0.06571648269891739
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,6.960000038146973,0.12514616549015045
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.0,0.20020443201065063
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.039999961853027,0.2943544089794159
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.079999923706055,0.31148046255111694
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.119999885559082,0.17276644706726074
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.159999847412109,-0.02458399347960949
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.199999809265137,-0.14408989250659943
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.239999771118164,-0.17483316361904144
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.28000020980835,-0.16044510900974274
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.320000171661377,-0.1284244954586029
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.360000133514404,-0.10841964930295944
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.400000095367432,-0.10790392011404037
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.440000057220459,-0.08987343311309814
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.480000019073486,-0.029291227459907532
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.519999980926514,0.05106579139828682
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.559999942779541,0.14573445916175842
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.599999904632568,0.25984054803848267
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.639999866485596,0.3027726709842682
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.679999828338623,0.1884882152080536
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.71999979019165,0.01035829447209835
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.760000228881836,-0.09423606842756271
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.800000190734863,-0.11815032362937927
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.840000152587891,-0.10499878227710724
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.880000114440918,-0.07611507922410965
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.920000076293945,-0.05745139718055725
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,7.960000038146973,-0.056140024214982986
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,8.0,-0.03922044485807419
galaxy,P10,P10,tsst-prep,stress,1,1711417709382,1711417729382,deployable,PPG/BVP,ppg,8.039999961853027,0.014854434877634048
