subject_id,subject_index,protocol_version,stage,label,stress_score,split,segment_start_s,segment_end_s,window_start_s,window_duration_s,stride_s,bvp_path,acc_path
S01,0,V1,baseline,0,3.0,train,0.0,247.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,170.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,180.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,190.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,200.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,baseline,0,3.0,train,0.0,247.0,210.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,20.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,30.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,40.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,50.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,60.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,70.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,80.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,90.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,100.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,110.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,120.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,130.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,140.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,170.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,180.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,190.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,200.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,210.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,220.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,230.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,240.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,250.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,260.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,270.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,280.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,290.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,300.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,310.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,320.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,330.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,340.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,350.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,360.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,370.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,380.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,390.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,400.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,stroop,1,4.5,train,527.0,967.0,410.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,20.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,30.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,40.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,50.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,60.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,70.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,80.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,90.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,100.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,110.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,120.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,130.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,140.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,170.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,180.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,190.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,200.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,210.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,220.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,230.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,240.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,250.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,260.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,tmct,1,4.0,train,1092.0,1399.0,270.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,real_opinion,1,6.0,train,1427.0,1465.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,opposite_opinion,1,7.0,train,1502.0,1544.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S01,0,V1,opposite_opinion,1,7.0,train,1502.0,1544.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S01\BVP.csv,Wearable_Dataset\STRESS\S01\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,20.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,30.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,40.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,50.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,60.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,70.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,80.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,90.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,100.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,110.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,120.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,130.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,140.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,baseline,0,2.0,test,0.0,192.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,20.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,30.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,40.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,50.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,60.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,70.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,80.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,90.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,100.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,110.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,120.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,130.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,140.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,170.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,180.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,190.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,200.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,stroop,1,4.0,test,394.0,643.0,210.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,0.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,10.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,20.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,30.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,40.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,50.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,60.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,70.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,80.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,90.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,100.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,110.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,120.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,130.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,140.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,150.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,160.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
S02,1,V1,tmct,1,2.0,test,770.0,1125.0,170.0,30.0,10.0,Wearable_Dataset\STRESS\S02\BVP.csv,Wearable_Dataset\STRESS\S02\ACC.csv
