dataset,fold_subject,subject_id,session,group_name,label,window_start_ms,window_end_ms,panel,signal,key,time_s,value
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.1875,-0.04746663570404053
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.21875,-0.052149608731269836
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.25,-0.05658428743481636
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.28125,-0.05378623679280281
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.3125,-0.03716672211885452
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.34375,-0.007728246506303549
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.375,0.023356016725301743
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.40625,0.044732023030519485
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.4375,0.05357908457517624
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.46875,0.05228134244680405
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.5,0.044378507882356644
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.53125,0.03655757009983063
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.5625,0.03487914800643921
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.59375,0.03674419969320297
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.625,0.03470809385180473
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.65625,0.028862783685326576
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.6875,0.026740774512290955
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.71875,0.03172922879457474
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.75,0.0383053682744503
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.78125,0.03801487386226654
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.8125,0.025581397116184235
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.84375,0.002359364414587617
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.875,-0.02299368754029274
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.90625,-0.040518708527088165
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.9375,-0.04982668533921242
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,2.96875,-0.06173659861087799
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.0,-0.0848185122013092
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.03125,-0.11177969723939896
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.0625,-0.1251758635044098
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.09375,-0.11834269762039185
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.125,-0.10675349086523056
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.15625,-0.11131341755390167
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.1875,-0.13104988634586334
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.21875,-0.14344054460525513
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.25,-0.13886989653110504
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.28125,-0.14380186796188354
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.3125,-0.19761089980602264
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.34375,-0.3085721731185913
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.375,-0.4419665038585663
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.40625,-0.5514729022979736
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.4375,-0.6079154014587402
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.46875,-0.5826985239982605
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.5,-0.4262602925300598
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.53125,-0.10965277999639511
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.5625,0.3083674907684326
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.59375,0.6906470060348511
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.625,0.9033569097518921
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.65625,0.8843328952789307
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.6875,0.6650989055633545
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.71875,0.35299137234687805
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.75,0.06777049601078033
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.78125,-0.12870360910892487
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.8125,-0.2417159378528595
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.84375,-0.29477450251579285
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.875,-0.2937919497489929
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.90625,-0.23782789707183838
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.9375,-0.14590556919574738
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,3.96875,-0.06282073259353638
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.0,-0.032641444355249405
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.03125,-0.05130837485194206
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.0625,-0.052873771637678146
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.09375,0.024141356348991394
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.125,0.1596078872680664
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.15625,0.2821010947227478
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.1875,0.36352595686912537
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.21875,0.42658254504203796
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.25,0.46895262598991394
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.28125,0.45148521661758423
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.3125,0.36810368299484253
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.34375,0.2679166793823242
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.375,0.19186905026435852
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.40625,0.1311049461364746
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.4375,0.06359922140836716
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.46875,1.0961623956973199e-05
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.5,-0.02849523350596428
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.53125,-0.016698051244020462
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.5625,-0.0017406276892870665
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.59375,-0.02121829241514206
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.625,-0.06737745553255081
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.65625,-0.10562609881162643
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.6875,-0.11929702013731003
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.71875,-0.10721694678068161
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.75,-0.07793363928794861
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.78125,-0.0773998349905014
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.8125,-0.16687050461769104
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.84375,-0.3490411639213562
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.875,-0.5662099719047546
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.90625,-0.7626308798789978
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.9375,-0.9061200618743896
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,4.96875,-0.978606641292572
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.0,-0.9715949892997742
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.03125,-0.8693598508834839
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.0625,-0.6668300032615662
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.09375,-0.42546406388282776
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.125,-0.24321095645427704
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.15625,-0.15520896017551422
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.1875,-0.13470114767551422
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.21875,-0.15999354422092438
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.25,-0.20341207087039948
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.28125,-0.20928393304347992
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.3125,-0.1444198340177536
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.34375,-0.02111596241593361
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.375,0.1269935816526413
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.40625,0.23924005031585693
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.4375,0.25842028856277466
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.46875,0.22489535808563232
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.5,0.2516901195049286
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.53125,0.37014737725257874
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.5625,0.5163949131965637
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.59375,0.6852661371231079
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.625,0.9348626732826233
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.65625,1.2054539918899536
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.6875,1.3139322996139526
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.71875,1.191846489906311
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.75,0.9679036736488342
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.78125,0.7635496258735657
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.8125,0.5679001212120056
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.84375,0.3585803210735321
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.875,0.1829535812139511
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.90625,0.06645766645669937
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.9375,-0.03186315298080444
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,5.96875,-0.1346631646156311
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.0,-0.2240501046180725
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.03125,-0.324026882648468
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.0625,-0.49905234575271606
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.09375,-0.7360617518424988
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.125,-0.9141833186149597
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.15625,-0.9315648674964905
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.1875,-0.808968722820282
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.21875,-0.6457115411758423
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.25,-0.5206232666969299
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.28125,-0.4531400799751282
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.3125,-0.4210816025733948
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.34375,-0.3878825008869171
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.375,-0.3274534046649933
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.40625,-0.24133360385894775
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.4375,-0.1538475751876831
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.46875,-0.08718795329332352
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.5,-0.04244982823729515
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.53125,-0.005288627929985523
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.5625,0.0321718268096447
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.59375,0.0633821040391922
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.625,0.08318817615509033
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.65625,0.09909973293542862
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.6875,0.11657405644655228
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.71875,0.12604478001594543
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.75,0.11677435785531998
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.78125,0.09498798847198486
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.8125,0.07751353830099106
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.84375,0.07534722238779068
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.875,0.08949530869722366
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.90625,0.11424229294061661
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.9375,0.13626700639724731
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,6.96875,0.13870055973529816
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.0,0.11426936835050583
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.03125,0.07241161912679672
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.0625,0.03018878772854805
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.09375,-0.0004141800745856017
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.125,-0.019526824355125427
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.15625,-0.03808065503835678
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.1875,-0.06351465731859207
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.21875,-0.0837949886918068
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.25,-0.08044403046369553
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.28125,-0.06036481633782387
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.3125,-0.05495503172278404
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.34375,-0.07960585504770279
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.375,-0.11431825906038284
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.40625,-0.13467192649841309
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.4375,-0.1464482545852661
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.46875,-0.17291535437107086
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.5,-0.21507683396339417
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.53125,-0.24436286091804504
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.5625,-0.24153150618076324
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.59375,-0.22018443048000336
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.625,-0.18506109714508057
wesad,S2,S2,stress,stress,1,2573546,2593546,deployable,PPG/BVP,ppg,7.65625,-0.07469911128282547
